time_stamp,group,sub_jap,sub_trad_en,sub_trad_sp,sbert_jap_en,sbert_jap_sp,comet_jap_en,comet_jap_sp
00:48.8,ai,それでは,"Well then,","Bien,",0.8913604021072388,0.907798171043396,0.06643952429294586,-0.13968169689178467
00:50.5,ai,ホームルームを始めます,Let's begin homeroom.,empezaremos la clase.,0.9257075190544128,0.5300703048706055,0.06263279914855957,-0.08626927435398102
00:52.7,ai,日直の人は号令を,"Class monitor, give the command.","El encargado, por favor, dé la orden.",0.22380712628364563,0.6099977493286133,-0.5759016275405884,-0.25836890935897827
00:54.9,ai,き…起立,St… stand.,¡Se… levanten!,0.5819592475891113,0.8845287561416626,-0.9239704012870789,0.14330542087554932
01:00.1,ai,気を付け,Attention.,¡Atención!,0.7549595832824707,0.8109493255615234,0.14047746360301971,0.20204658806324005
01:05.0,ai,礼,Bow.,¡Saludad!,0.5262377858161926,0.877743124961853,-0.3859200179576874,-0.39384230971336365
01:09.7,ai,おはようございます,Good morning.,Buenos días.,0.9813265800476074,0.4819416105747223,0.29765376448631287,0.2692902982234955
01:11.6,ai,発砲したままで結構ですので　出欠をとります,You may keep your weapons raised; I'll take attendance.,Pueden mantener las armas cargadas; tomaré la asistencia.,0.5265847444534302,0.6507267355918884,-0.5488451719284058,-0.5302972197532654
01:15.2,ai,磯貝君,Isogai.,Isogai-kun.,0.7433658838272095,0.5099204182624817,-0.4496602714061737,-0.17924503982067108
01:16.7,ai,はい,Yes.,Sí.,0.9201774001121521,0.9837301969528198,0.5176655054092407,0.5430670976638794
01:18.0,ai,すみませんが　銃声の中なので　大きな声で,"Sorry — it's noisy with gunfire, so speak loudly.","Perdón, pero con los disparos de fondo, habla más fuerte.",0.8281478881835938,0.8503115773200989,0.431281179189682,-0.23115047812461853
01:21.4,ai,はい,Yes.,Sí.,0.9201774001121521,0.9837301969528198,0.5176655054092407,0.5430670976638794
01:22.3,ai,岡島君,Okajima.,Okajima-kun.,0.7239060401916504,0.7222786545753479,-0.1334727257490158,0.020988505333662033
01:23.6,ai,はい,Yes.,Sí.,0.9201774001121521,0.9837301969528198,0.5176655650138855,0.5430671572685242
01:24.3,ai,奥田さん,Okuda.,Okuda-san.,0.546360969543457,0.5688773393630981,-0.1733647584915161,0.0976329892873764
01:25.5,ai,はい,Yes.,Sí.,0.9201774001121521,0.9837301969528198,0.5176655650138855,0.5430671572685242
01:26.3,ai,片岡さん,Kataoka.,Kataoka-san.,0.7144824266433716,0.6406020522117615,-0.31164419651031494,0.06371545791625977
01:27.4,ai,はい,Yes.,Sí.,0.9201774001121521,0.9837301969528198,0.5176655054092407,0.5430670976638794
01:28.0,ai,茅野さん,Chino.,Chino-san.,0.6263061165809631,0.4530165195465088,-0.6424282193183899,-0.029228340834379196
01:28.9,ai,はい,Yes.,Sí.,0.9201774001121521,0.9837301969528198,0.5176655650138855,0.5430671572685242
01:29.5,ai,神崎さん,Kanzaki.,Kanzaki-san.,0.7208826541900635,0.6973143815994263,-0.11472144722938538,0.2498556673526764
01:30.5,ai,はい,Yes.,Sí.,0.9201774001121521,0.9837301969528198,0.5176655054092407,0.5430670976638794
01:33.3,ai,はい　遅刻なしっと,Yes — no tardies.,"Bien, sin tardanzas.",0.49690771102905273,0.8499559164047241,-0.09822985529899597,0.13949649035930634
01:36.0,ai,素晴らしい　先生　とてもうれしいです,"Wonderful. Teacher, I'm very pleased.","Excelente. Profesor, estoy muy contento.",0.9278618097305298,0.8909522891044617,0.4560740888118744,0.6104047894477844
01:39.4,ai,速過ぎ,Too fast.,Demasiado rápido.,0.979304850101471,0.9787968993186951,0.3800305128097534,0.3663654029369354
01:40.9,ai,クラス一斉射撃で駄目なのかよ,Is a class-wide volley that hopeless?,¿No sirve disparar todos a la vez?,0.5706267356872559,0.7234900593757629,-0.3565104603767395,-0.48206189274787903
01:43.5,ai,僕らは,We are,Nosotros somos…,0.9350438117980957,0.9264596700668335,-0.761064350605011,-0.4073091447353363
01:45.0,ai,殺し屋,assassins.,asesinos.,0.8486102819442749,0.9608263969421387,-0.36612844467163086,-0.45125478506088257
01:46.5,ai,僕らのターゲットは,Our target is,Nuestro objetivo es…,0.9491439461708069,0.9035634994506836,-0.07232160866260529,-0.05101383849978447
01:49.1,ai,先生,the teacher.,el profesor.,0.4106075167655945,0.5982636213302612,-0.4877897799015045,-0.36809441447257996
01:50.1,ai,残念ですねぇ,"That's unfortunate, isn't it.",Qué lástima.,0.7093304991722107,0.8609867095947266,0.24176868796348572,0.3876436650753021
01:51.6,ai,今日も命中弾ゼロです,Zero hits again today.,Hoy tampoco hay impactos.,0.7162579298019409,0.5884972214698792,-0.19213718175888062,-0.3977610468864441
01:54.0,ai,数に頼る戦術は　個々の思考を疎かにする,Tactics that rely on numbers neglect individual thinking.,La táctica de confiar en la cantidad descuida el pensamiento individual.,0.8545708656311035,0.7164431810379028,0.3505113422870636,-0.0065440647304058075
01:57.6,ai,目線　銃口の向き　指の動き,"Gaze, muzzle direction, finger movement.","La mirada, la dirección del cañón, el movimiento de los dedos.",0.7618880271911621,0.8219775557518005,-0.07420969009399414,0.30353638529777527
02:01.4,ai,一人一人が単純過ぎます,Each one of you is too simple.,Cada uno es demasiado simple.,0.8413947820663452,0.9382146596908569,0.05000768229365349,0.22627010941505432
02:04.0,ai,もっと工夫しましょう,Use more ingenuity.,Sean más ingeniosos.,0.6785619854927063,0.8150233626365662,0.13963398337364197,0.31304728984832764
02:05.9,ai,でないと,Otherwise,Si no…,0.6137433648109436,0.7215356826782227,-0.7010083794593811,-0.7639767527580261
02:07.4,ai,最高速度マッハ20の先生は　殺せませんよ,you won't be able to kill a teacher who can hit Mach 20.,no podrán matar al profesor que alcanza Mach 20.,0.7871810793876648,0.8060582280158997,-0.38536351919174194,-0.5265273451805115
02:12.2,ai,いや　ていうかさ,"I mean, seriously—","O sea,",0.542327344417572,0.7166159152984619,0.10228115320205688,0.008742999285459518
